habitat	phylum	n_in_habitat	phac_in_habitat	pct_in_habitat	n_outside_habitat	phac_outside_habitat	pct_outside_habitat	fisher_or	fisher_p	low_n_flag
Seawater	Myxococcota	676	277	41.0	159	53	33.3	1.388	0.0867	
Seawater	Latescibacterota	370	2	0.5	433	1	0.2	2.348	0.597	
Seawater	Bdellovibrionota_F	1	0	0.0	0	0	nan			yes
Seawater	Cloacimonadota	25	0	0.0	45	0	0.0		1	
Seawater	Myxococcota_A	342	3	0.9	94	3	3.2	0.268	0.118	
Seawater	4484-113	2	0	0.0	9	0	0.0		1	yes
Seawater	Hadarchaeota	1	0	0.0	21	0	0.0			yes
Seawater	Electryoneota	23	0	0.0	8	0	0.0		1	
Seawater	Nanobdellota	178	0	0.0	78	1	1.3	0.000	0.305	
Seawater	Patescibacteriota	332	1	0.3	307	0	0.0	inf	1	
Seawater	Fermentibacterota	6	0	0.0	33	0	0.0		1	yes
Seawater	Sumerlaeota	3	0	0.0	4	0	0.0		1	yes
Estuarine water	Bacillota	1	0	0.0	509	27	5.3			yes
Estuarine water	Thermoproteota	1	0	0.0	4311	1141	26.5			yes
Estuarine water	Planctomycetota	3	0	0.0	5679	57	1.0	0.000	1	yes
Estuarine water	Cyanobacteriota	10	0	0.0	4288	26	0.6	0.000	1	yes
Estuarine water	Actinomycetota	42	0	0.0	13341	499	3.7	0.000	0.408	
Estuarine water	Acidobacteriota	1	0	0.0	2503	238	9.5			yes
Estuarine water	Verrucomicrobiota	6	0	0.0	6869	18	0.3	0.000	1	yes
Estuarine water	Bacteroidota_A	1	0	0.0	1286	0	0.0			yes
Estuarine water	Thermoplasmatota	24	0	0.0	13146	18	0.1	0.000	1	
Estuarine water	Armatimonadota	1	0	0.0	35	0	0.0			yes
Estuarine water	Pseudomonadota	568	109	19.2	100187	23415	23.4	0.779	0.0193	
Estuarine water	Bacteroidota	287	1	0.3	37047	83	0.2	1.557	0.477	
Estuarine water	Marinisomatota	5	0	0.0	7322	14	0.2	0.000	1	yes
Marine Porifera tissue	Chlamydiota	21	0	0.0	96	0	0.0		1	
Marine Porifera tissue	Chloroflexota	2730	311	11.4	7241	170	2.3	5.348	1.26e-68	
Marine Porifera tissue	Deinococcota	10	0	0.0	141	3	2.1	0.000	1	yes
Marine Porifera tissue	Desulfobacterota_B	373	218	58.4	109	14	12.8	9.544	2.87e-18	
Marine Porifera tissue	Thermoproteota	343	187	54.5	3969	954	24.0	3.788	1.75e-30	
Marine Porifera tissue	Bdellovibrionota_B	26	0	0.0	107	2	1.9	0.000	1	
Marine Porifera tissue	Planctomycetota	47	0	0.0	5635	57	1.0	0.000	1	
Marine Porifera tissue	Tectomicrobia	55	0	0.0	8	1	12.5	0.000	0.127	
Marine Porifera tissue	Gemmatimonadota	499	2	0.4	1204	1	0.1	4.841	0.207	
Marine Porifera tissue	UBA8248	84	1	1.2	70	0	0.0	inf	1	
Marine Porifera tissue	Cyanobacteriota	177	0	0.0	4121	26	0.6	0.000	0.625	
Marine Porifera tissue	Poribacteria	561	1	0.2	327	2	0.6	0.290	0.558	
